package_id,package_index,volume,source_file,start_page,end_page,tire_key,matched_tire_no,mapping_confidence,mapping_basis,alignment_score,tire_no_raw,size_raw,manufacturer_raw,brand_raw,construction_raw,load_range_raw,max_load_lb_raw,max_infl_psi_raw,aspect_ratio_raw,tra_rim_width_raw,shore_hardness_raw,run_no_raw,road_speed_mph_raw,water_depth_mil_raw,cold_infl_psi_raw,design_load_lb_raw,rim_width_in_raw,groove_depth_pct_raw,master_size,master_manufacturer,master_brand,master_construction,package_source_evidence_class,master_mapping_evidence_class
V09-P172,337,9,PB263448(1).pdf,172,178,TIRF-460,460,HIGH,sequence + strong metadata,90.25,4~o,"G:,""1B - 14",F I _. -1--_:--__..,".,..... DE-LUXE CHAM PtON SU'?-r<-BE:",DU B~,,I ~20,.... 5'.2.. NOrrATIONS,,GY,,"~""--""""""""'T;';-~ 19 8-5 9'2.1 B",".- ,. -. ?>O BB ,",R ---~.,~rnII l8 F,,"A'l-.:F--.-I~,_j~ ._- 6.00 N",100- P .....-..aA'!K:!':____ .II;..:S~,G78-14,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P179,338,9,PB263448(1).pdf,179,184,TIRF-460,460,LOW,sequence-dominant; weak OCR,0.0,4(00,,,,DU ..,,,"NOTATIONS ,",GT,GY i I,i KS ( ),19B'2. 9'Z.B B,. . ~ BB ~O I,-- R,• '2.S F,,<0.00 N,100 P,G78-14,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P185,339,9,PB263448(1).pdf,185,190,TIRF-460,460,LOW,sequence-dominant; weak OCR,0.0,4~o,,,,"DU ., ,",,,NOTATIONS,GT,GY,KS ( ),9'2.9 1905 B,_. 0•• 50 BB I,-- R,·11 ~;z. F,,6.00 N,100 P,G78-14,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P191,340,9,PB263448(1).pdf,191,197,TIRF-460,460,MEDIUM,sequence + partial metadata,82.97,4~1,~IB-14,Fl,DELUXE C.HA-MP10l-J SUP-R-BE.LT,DU BB,B,"1c.,~O",NOTATIONS ~2,GT lS.~,GY :,KS ( ) SB.~,T890 879 B,BO ~ BB,R -II- ~O,2..4- F,B,6.00 N,100 P,G78-14,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P198,341,9,PB263448(1).pdf,198,203,TIRF-460,460,LOW,sequence-dominant; weak OCR,3.0,4G:»1,,"""",,,,,,,0',( ) VAR),18E>~ ~BO,".•. "" ~O",---II- 10,24,,"6,00",100,G78-14,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P204,342,9,PB263448(1).pdf,204,209,TIRF-479,479,LOW,sequence-dominant; weak OCR,0.0,4~\,,,".,",DU,,,"NOTATIONS ,",,GY,KS ( ),/aeB 8>8\ B,-- BB ~O I,R -If- 40,;2.4 F,,~.OO N,100 P,OR78-14,Goodyear,Suburbanite Steel Belted Radial ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P210,343,9,PB263448(1).pdf,210,217,TIRF-480,480,MEDIUM,sequence + partial metadata,46.82,,"R. """"75- \4 (;i",G1Y,,R ~~_~_~ }1'IF'IRES'.rON'E,"e, .","IcP_'2._0_'__....=_,","3'2. ~ , NOTATIONS",,"I .;,.:::> ,"".) elY","KS 4. "" I.E",lSO 187_2- B,. BB - ~O,R ~- -,~-FIBERG~~S -- 24-,"IcP_'2._0_'__....=_,","_1 ""'-.) ,...:J ~:) N",100 P :-'.oL,GR78-14,Goodyear,Suburbanite Steel Belted Radial ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P218,344,9,PB263448(1).pdf,218,225,TIRF-481,481,MEDIUM,sequence + partial metadata,79.17,4BO,1&-14 ~~,"e:""y","SLJ8UI<.BAt-J\TE ,oTE.E.\... B1:LTE:.D",DU - R. F'r',",8",I ...... ~'2..0,- 3'2. NOTATIONS,~no.'2.. GT,.....~-~.; '-... c:P.OO N,"KS - ( ) 5'2,.5","IB~5 "" 134 'B",", , ~ 30 BB",R ~..--~--,",I - -~~ 2.4"" Ji'",",8",,".,i__ P ~OO ..~J.:",OR7I-14,Goodyear,!Suburbanite Steel Belted Radial ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P226,345,9,PB263448(1).pdf,226,233,TIRF-481,481,LOW,sequence-dominant; weak OCR,34.35,48\,~ GR. dB-I4-,t~y,"S·'\""' . '5U ITS. 6URBP-.N",---- DU R.,,.ria ICD'LO !,"52- .,-~ NOTft,TIONS","15,2. GT",I '~.. (1Y G>.OO,ii ') ( KS ~ S S.G=>,18.\~ I~S B,.. ' -~ HB ~O,"R ."",......."",,-"",-",2.4- F,,.G? 00 N ~-'----1,100 P .....----.~.-~-='!-,OR7I-14,Goodyear,!Suburbanite Steel Belted Radial ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P234,346,9,PB263448(1).pdf,234,241,TIRF-483,483,MEDIUM,sequence + partial metadata,43.35,4s>'2.,~Rt8~14,ay '. . .11:I.-....,BE.l..'TE.D \TE. STl::::.E.L ~UBURBAt-J,DU _._R\<'_ R H ~,"- !~ ~..""""_., __c",IG:>2.C',",. NO'rATIONS ~'2.",l .?- S Gr.r,"GY 'G"".OO",KS ( ) 65.4 .,§--~ B,"p., - • Z>O BB I",-- R,"2.4- F .,","- !~ ~..""""_., __c",~.OO ~.. N,. P 100,OR78-14,Goodyear,~uburbanite Steel Belted Radial ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P242,347,9,PB263448(1).pdf,242,249,TIRF-483,483,LOW,sequence-dominant; weak OCR,35.56,453,'-' 18- \4 ~I<,- G'-(,"-- \""r:. ~ljE>URBAN ~;T=E.~_ '~E;.",DU R,e,"""'"" ICa~o",_. 3'2. NOTA,,GY ; .P.OO,"KS ( ) ,I IS '2. '';5.","-'l 18 7~·7 Q) '~...."" . I B \",", BE ~O",-- R,2..4- F,e,.- <P.OO N,"-,' 100 P",OR78-14,Goodyear,~uburbanite Steel Belted Radial ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P250,348,9,PB263448(1).pdf,250,257,TIRF-484,484,LOW,sequence-dominant; weak OCR,11.0,.- 454-,,"U ""..1",p~ ;.~~,~I I DU' i R. ;,'o' .-''-,""" 0 '~':.",32==1 NOTATIONS,"FI , L\- (L;, '::) • _...~.","GTI , ~~..~'> GY ~.'"") ,",! KS .--~.---...- ( I l~ 59.!~,"'l ""'li'~_'l!:J;' 10'::""'3 lIS B","'=1 , --- -, "" BB ~O","I-R , ~",24 F,'o' .-''-,. ~---- L..:- .~~'..-::- ~ N,100 p,GR70-15,Uniroyal,PR6 ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P258,349,9,PB263448(1).pdf,258,265,TIRF-487,487,LOW,sequence-dominant; weak OCR,38.56,4BS,'l I=~ ~-iS,"S""(","R;;~~ "" - COTE.S BE.L..TEO 'p",R,"-- ,B",150'::::> .-.....~~,"-......- :;. r· .re ..- r'""","15,2,","St!""3t)",( ) 54.'2.,J 5Cc~= - <p9b,".. ~. ,BE ~O",~'-,",,--- 2.4-","-- ,B","5.50 N ,",100,LR78-15,Cooper,Isteel Belted Radial . ZP+ZS+I.N/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P266,350,9,PB263448(1).pdf,266,281,TIRF-488,488,MEDIUM,sequence + partial metadata,70.14,45.~,Gd< 70-15,~y,5TESL BE:.L..TE:.O,R,B,'2. I 0 Co,32-,~'3.4,"-,- ~.OO",( ) 54.8,18~o 10'2,. . .~. ~O,--,24,B,,,JR78-15,Goodyear,Isteel Belted Radlal ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P282,351,9,PB263448(1).pdf,282,289,TIRF-488,488,LOW,sequence-dominant; weak OCR,31.79,~ 4B~,J E>.-15 R 1 I,"I 6Y _.._L-,__","s B D 5TcF... L :""_-:-F~.",~~ ;<..,~,3'2.,,"""74:5",", .;.>. :::""~",) ;'-;. S.~.,"18~Bl ~,3:J",:'0,"-- ,",2.4,~,- <DoSO,100-,JR78-15,Goodyear,Isteel Belted Radlal ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P290,352,9,PB263448(1).pdf,290,297,TIRF-489,489,LOW,sequence-dominant; weak OCR,25.0,4 B'3,,~y,,,,0 15 (),~~,,,"I 4."":' ( ) S",~ '1Si,"._- . , ?>O",--- ...,24,,-- S .5;.:),100,FR78-14,Goodyear,Steel Belted Radial ZP+ZS+IN,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P298,353,9,PB263448(1).pdf,298,305,TIRF-490,490,LOW,sequence-dominant; weak OCR,25.0,"c:..,r 4 -"" .,J",,UN,,,,,,,,,I!,~O,"1----'-_·,------I",24,,,100,HR78-15,Uniroyal,Isteel Belted Radial ZP+ZS+ZN,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P306,354,9,PB263448(1).pdf,306,313,TIRF-491,491,MEDIUM,sequence + partial metadata,46.93,49\,"H R ""lO-iS","U""-l ""","B~~'TLC STS E,:,- RAD;.k~,L",R,E,l-:T'),""""""" 32. ,",,C? ~~),"! ( ) - S 1,12,","IQ~ ~S:~ """" o·~""_,,",". , , ,-,- ?JO",-_.,------~--l 2.4,E,&.~<J,100 ---,HR70-15,Uniroyal,Steel Belted Radial ZP+ZS+ZN/2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P314,355,9,PB263448(1).pdf,314,321,TIRF-492,492,HIGH,exact OCR tire number + sequence/metadata,133.33,49'2..,~ GR'18>- 15 .,"N ~-' .....-:.:J:s..._.,","-'_.. S-:-E:::: :.... ,to', to:- 'f'""'j ';0< ~ ~ ....,-~ ~- ~- ~",R,- 2>,:G>~O,5'Z. .,/4.5 .-,".,....., ,"" fl, ,__' .... ,'",") 1 { 54.,""':5","IO'~~' ~.' ~'.i-O ......, _- I",30,~: -- -,2.4 .~,- 2>,I ~.OO v--__,JOO,GR78-15,Uniroyal,Isteel Belted Radial ZP+ZS+ZN,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P322,356,9,PB263448(1).pdf,322,327,TIRF-619,619,HIGH,exact OCR tire number + sequence/metadata,168.1,G19,!...T f};O-I~,"~y ""","R- C tvi HI ILE. U5TO~,,1",DU' B,C,'2.0~O,45 NOTATIONS,85.0 GT ~,", GY ::P,oO",KS ( ) S~.4,SE,", BB ~O",-- R,II 35 F,C,,100 P,7.50-16 LT,Goodyear,Custom Hi Miler N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P328,357,9,PB263448(1).pdf,328,333,TIRF-620,620,MEDIUM,sequence + partial metadata,69.67,c:D2.o,I-T l.SO-IC:C,GY,HI M\Le.~ CU~TOt-l\,B,0,2.44Q,<00 NOTATIONS,85.0,I ~.OO I,! KS ) SS~O (,Il40 135 B,BB ~O,-- R,_II 50 F,0,"5,50 N",100 P,7.50-16 LT,Goodyear,Custom Hi Miler N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V09-P334,358,9,PB263448(1).pdf,334,440,TIRF-621,621,HIGH,sequence + strong metadata,91.38,<0'21,"R Ie, ""1.50 LT",~y,""" CU5""'lOM FLEX~T~E:~-",R,D,2440,""",- , o...P~",85.0,G.~J I,"! ( ) 3""'7.4 ,",I:S.9 130,"-- , ~O",--,"II r-,... :::.:::'",D,5.50,100 --,7.50R16LT,Goodyear,Custom Flexsteel LT pIS,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
